You didn't specify a land-sea mask. It's faster if you do,so this might take a while.
         28372578 function calls (28300302 primitive calls) in 300.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.012    0.012 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/excel/_base.py:1(<module>)
       58    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
        1    0.000    0.000    0.011    0.011 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/eval.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:1(<module>)
     3518    0.004    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
        1    0.000    0.000    0.011    0.011 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/matrixlib/__init__.py:1(<module>)
    18044    0.011    0.000    0.011    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.011    0.011 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/__init__.py:1(<module>)
     9072    0.008    0.000    0.010    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/py3k.py:53(isfileobj)
     9036    0.010    0.000    0.010    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/fromnumeric.py:71(<dictcomp>)
        2    0.000    0.000    0.010    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/period.py:705(period_range)
        1    0.000    0.000    0.010    0.010 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/_datasource.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/py3k.py:1(<module>)
      191    0.001    0.000    0.010    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:677(__getitem__)
     9084    0.009    0.000    0.010    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.010    0.010 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/polynomial/__init__.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
      644    0.006    0.000    0.010    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:223(_releaseLock)
        1    0.000    0.000    0.010    0.010 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_typing.py:1(<module>)
      790    0.004    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
        1    0.000    0.000    0.010    0.010 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/__init__.py:2(<module>)
        1    0.000    0.000    0.009    0.009 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/__init__.py:1(<module>)
     9016    0.009    0.000    0.009    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/contextlib.py:385(__init__)
        1    0.000    0.000    0.009    0.009 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/groupby/groupby.py:1(<module>)
      265    0.000    0.000    0.009    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/re.py:203(sub)
     4334    0.005    0.000    0.009    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:762(__setattr__)
        1    0.000    0.000    0.009    0.009 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/shutil.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/linalg/__init__.py:1(<module>)
      874    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap>:376(cached)
        1    0.000    0.000    0.008    0.008 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1(<module>)
        2    0.000    0.000    0.008    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/period.py:241(_generate_range)
        1    0.000    0.000    0.008    0.008 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:11(<module>)
      641    0.006    0.000    0.008    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/_weakrefset.py:81(add)
        1    0.000    0.000    0.008    0.008 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:1(<module>)
      190    0.000    0.000    0.008    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/util/_decorators.py:376(<listcomp>)
        1    0.000    0.000    0.008    0.008 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1(<module>)
     1175    0.003    0.000    0.008    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:120(_type_check)
        1    0.000    0.000    0.008    0.008 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:1(<module>)
        2    0.001    0.000    0.008    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/period.py:981(_get_ordinal_range)
      527    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:147(__enter__)
      479    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
     9021    0.007    0.000    0.007    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/utils.py:11(<module>)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/linalg/linalg.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/bottleneck/_version.py:7(<module>)
     9016    0.007    0.000    0.007    0.000 {built-in method sys.exc_info}
     9072    0.007    0.000    0.007    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/tokenize.py:164(__init__)
      266    0.001    0.000    0.007    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:689(copy_with)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/engines.py:1(<module>)
     1280    0.007    0.000    0.007    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      290    0.002    0.000    0.007    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/overrides.py:93(verify_matching_signatures)
       49    0.003    0.000    0.007    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/netCDF4/utils.py:89(_StartCountStride)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/reshape/api.py:3(<module>)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/common.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/mkl/__init__.py:32(__enter__)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:1(<module>)
     1419    0.006    0.000    0.007    0.000 <frozen importlib._bootstrap>:389(parent)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/interval.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/datetimes.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/testing.py:1(<module>)
  227/191    0.001    0.000    0.007    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:187(_subs_tvars)
        1    0.000    0.000    0.006    0.006 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/sparse/__init__.py:3(<module>)
        1    0.000    0.000    0.006    0.006 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/defchararray.py:1(<module>)
     1197    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.006    0.006 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/strings/__init__.py:1(<module>)
     2560    0.006    0.000    0.006    0.000 {built-in method posix.close}
        1    0.000    0.000    0.006    0.006 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/__init__.py:1(<module>)
     9016    0.005    0.000    0.006    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/format.py:609(<listcomp>)
        1    0.000    0.000    0.006    0.006 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/json/__init__.py:1(<module>)
      640    0.002    0.000    0.006    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/multiprocessing/util.py:205(__call__)
      670    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.006    0.006 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:2(<module>)
      395    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
        1    0.000    0.000    0.006    0.006 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/textwrap.py:1(<module>)
        2    0.000    0.000    0.006    0.003 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/methods.py:52(add_flex_arithmetic_methods)
        1    0.000    0.000    0.006    0.006 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/window/rolling.py:1(<module>)
        2    0.000    0.000    0.006    0.003 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/methods.py:77(_create_methods)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/__init__.py:2(<module>)
       23    0.003    0.000    0.005    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/collections/__init__.py:313(namedtuple)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/netcdftime/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/sparse/accessor.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/fft/__init__.py:1(<module>)
     9016    0.005    0.000    0.005    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/generic.py:146(NDFrame)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:17(<module>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/function_base.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/util/__init__.py:1(<module>)
     9128    0.005    0.000    0.005    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/numerictypes.py:1(<module>)
     3518    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/hmac.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/json/__init__.py:1(<module>)
      479    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/textwrap.py:17(TextWrapper)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_testing.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/__init__.py:1(<module>)
        4    0.005    0.001    0.005    0.001 ehfheatwaves_compound_inputthres_3.py:597(<listcomp>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/excel/_odswriter.py:1(<module>)
      624    0.001    0.000    0.005    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/_inspect.py:96(getargspec)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/scimath.py:1(<module>)
     9095    0.005    0.000    0.005    0.000 {built-in method _struct.calcsize}
     9072    0.005    0.000    0.005    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/tokenize.py:612(generate_tokens)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/cftime/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/bottleneck/slow/__init__.py:3(<module>)
      163    0.000    0.000    0.005    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:802(__getitem__)
        1    0.000    0.000    0.005    0.005 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1(<module>)
       23    0.000    0.000    0.005    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/overrides.py:227(decorator)
      510    0.002    0.000    0.004    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/functools.py:34(update_wrapper)
        1    0.000    0.000    0.004    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/frame.py:394(DataFrame)
      640    0.001    0.000    0.004    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/multiprocessing/util.py:461(close_fds)
        1    0.000    0.000    0.004    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/sparse/array.py:1(<module>)
      787    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
        1    0.000    0.000    0.004    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/api/__init__.py:1(<module>)
     4334    0.002    0.000    0.004    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:646(_is_dunder)
        1    0.000    0.000    0.004    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/linecache.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/netCDF4/utils.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/array_ops.py:1(<module>)
        6    0.000    0.000    0.004    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expressions.py:218(evaluate)
        1    0.000    0.000    0.004    0.004 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/numpy/__init__.py:1(<module>)
